# Mode B discovery set: frozen arXiv sample (UNLABELED).
# regenerate: python src/sample_arxiv.py --from 20260301 --to 20260331 --per-cat 35
# window 20260301..20260331; cats: stat.ME,eess.SY,cs.LG,q-bio.QM,q-fin.ST,physics.soc-ph,cond-mat.stat-mech,astro-ph.IM,q-bio.NC,math.OC
id,url,field,license,note
mb-q-bio-NC-014,https://arxiv.org/abs/2603.03507,q-bio.NC,arXiv,
mb-q-bio-NC-015,https://arxiv.org/abs/2603.03864,q-bio.NC,arXiv,
mb-q-bio-NC-016,https://arxiv.org/abs/2603.03870,q-bio.NC,arXiv,
mb-q-bio-NC-017,https://arxiv.org/abs/2603.04149,q-bio.NC,arXiv,
mb-q-bio-NC-018,https://arxiv.org/abs/2603.04688,q-bio.NC,arXiv,
mb-q-bio-NC-019,https://arxiv.org/abs/2603.04747,q-bio.NC,arXiv,
mb-q-bio-NC-020,https://arxiv.org/abs/2603.05418,q-bio.NC,arXiv,
mb-q-bio-NC-021,https://arxiv.org/abs/2603.05612,q-bio.NC,arXiv,
mb-q-bio-NC-022,https://arxiv.org/abs/2603.18028,q-bio.NC,arXiv,
mb-q-bio-NC-023,https://arxiv.org/abs/2603.06557,q-bio.NC,arXiv,
mb-q-bio-NC-024,https://arxiv.org/abs/2603.06816,q-bio.NC,arXiv,
mb-q-bio-NC-025,https://arxiv.org/abs/2603.12286,q-bio.NC,arXiv,
mb-q-bio-NC-026,https://arxiv.org/abs/2603.07217,q-bio.NC,arXiv,
mb-q-bio-NC-027,https://arxiv.org/abs/2603.07275,q-bio.NC,arXiv,
mb-q-bio-NC-028,https://arxiv.org/abs/2603.07369,q-bio.NC,arXiv,
mb-q-bio-NC-029,https://arxiv.org/abs/2603.08409,q-bio.NC,arXiv,
mb-q-bio-NC-030,https://arxiv.org/abs/2603.08866,q-bio.NC,arXiv,
mb-q-bio-NC-031,https://arxiv.org/abs/2603.08949,q-bio.NC,arXiv,
mb-q-bio-NC-032,https://arxiv.org/abs/2603.09089,q-bio.NC,arXiv,
mb-q-bio-NC-033,https://arxiv.org/abs/2603.09384,q-bio.NC,arXiv,
mb-math-OC-001,https://arxiv.org/abs/2603.00851,math.OC,arXiv,
mb-math-OC-002,https://arxiv.org/abs/2603.00891,math.OC,arXiv,
mb-math-OC-003,https://arxiv.org/abs/2603.00934,math.OC,arXiv,
mb-math-OC-004,https://arxiv.org/abs/2603.00962,math.OC,arXiv,
mb-math-OC-005,https://arxiv.org/abs/2603.01076,math.OC,arXiv,
mb-math-OC-006,https://arxiv.org/abs/2603.01084,math.OC,arXiv,
mb-math-OC-007,https://arxiv.org/abs/2603.01141,math.OC,arXiv,
mb-math-OC-008,https://arxiv.org/abs/2603.01188,math.OC,arXiv,
mb-math-OC-009,https://arxiv.org/abs/2603.01200,math.OC,arXiv,
mb-math-OC-010,https://arxiv.org/abs/2603.20207,math.OC,arXiv,
mb-math-OC-011,https://arxiv.org/abs/2603.01298,math.OC,arXiv,
mb-math-OC-012,https://arxiv.org/abs/2603.01306,math.OC,arXiv,
mb-math-OC-013,https://arxiv.org/abs/2603.01600,math.OC,arXiv,
mb-math-OC-014,https://arxiv.org/abs/2603.01621,math.OC,arXiv,
mb-math-OC-015,https://arxiv.org/abs/2603.01645,math.OC,arXiv,
mb-math-OC-016,https://arxiv.org/abs/2603.01646,math.OC,arXiv,
mb-math-OC-017,https://arxiv.org/abs/2603.01728,math.OC,arXiv,
mb-math-OC-018,https://arxiv.org/abs/2603.01731,math.OC,arXiv,
mb-math-OC-019,https://arxiv.org/abs/2603.01733,math.OC,arXiv,
mb-math-OC-020,https://arxiv.org/abs/2603.01734,math.OC,arXiv,
mb-math-OC-021,https://arxiv.org/abs/2603.01838,math.OC,arXiv,
mb-math-OC-022,https://arxiv.org/abs/2603.01860,math.OC,arXiv,
mb-math-OC-023,https://arxiv.org/abs/2603.01951,math.OC,arXiv,
mb-math-OC-024,https://arxiv.org/abs/2603.01957,math.OC,arXiv,
mb-math-OC-025,https://arxiv.org/abs/2603.01977,math.OC,arXiv,
mb-math-OC-026,https://arxiv.org/abs/2603.02067,math.OC,arXiv,
mb-math-OC-027,https://arxiv.org/abs/2603.02069,math.OC,arXiv,
mb-math-OC-028,https://arxiv.org/abs/2603.02092,math.OC,arXiv,
mb-math-OC-029,https://arxiv.org/abs/2603.02103,math.OC,arXiv,
mb-math-OC-030,https://arxiv.org/abs/2603.02339,math.OC,arXiv,
mb-math-OC-031,https://arxiv.org/abs/2603.02404,math.OC,arXiv,
mb-math-OC-032,https://arxiv.org/abs/2603.02417,math.OC,arXiv,
